Producto,Fecha,Precio $/KG,Unidad
Cacao Nacional,5/22/2023,12075,CO$/KG
Cacao Nacional,5/29/2023,12207.5,CO$/KG
Cacao Nacional,6/5/2023,12187.7,CO$/KG
Cacao Nacional,6/12/2023,11929.2,CO$/KG
Cacao Nacional,6/19/2023,11926.5,CO$/KG
Cacao Nacional,6/26/2023,11900.8,CO$/KG
Cacao Nacional,7/3/2023,12015,CO$/KG
Cacao Nacional,7/10/2023,12234.2,CO$/KG
Cacao Nacional,7/17/2023,12335,CO$/KG
Cacao Nacional,7/24/2023,12300,CO$/KG
Cacao Nacional,7/31/2023,12400,CO$/KG
Cacao Nacional,8/7/2023,12449.7,CO$/KG
Cacao Nacional,8/14/2023,12140,CO$/KG
Cacao Nacional,8/21/2023,12106.7,CO$/KG
Cacao Nacional,8/28/2023,12140.2,CO$/KG
Cacao Nacional,9/4/2023,12172.5,CO$/KG
Cacao Nacional,9/11/2023,12462.2,CO$/KG
Cacao Nacional,9/18/2023,12506.7,CO$/KG
Cacao Nacional,9/25/2023,12396.8,CO$/KG
Cacao Nacional,10/2/2023,12335,CO$/KG
Cacao Nacional,10/9/2023,12449.2,CO$/KG
Cacao Nacional,10/16/2023,12613.3,CO$/KG
Cacao Nacional,10/23/2023,12889.17,CO$/KG
Cacao Nacional,10/30/2023,13166.7,CO$/KG
Cacao Nacional,11/6/2023,13337.3,CO$/KG
Cacao Nacional,11/13/2023,13531.7,CO$/KG
Cacao Nacional,11/20/2023,13657.5,CO$/KG
Cacao Nacional,12/11/2023,14161.3,CO$/KG
Cacao Nacional,12/18/2023,14261.7,CO$/KG
Cacao Nacional,12/25/2023,14271.7,CO$/KG
Cacao Nacional,1/1/2024,14271.7,CO$/KG
Cacao Nacional,1/8/2024,14223.3,CO$/KG
Cacao Nacional,1/15/2024,14086.3,CO$/KG
Cacao Nacional,1/22/2024,14329.2,CO$/KG
Cacao Nacional,1/29/2024,14530.8,CO$/KG
Cacao Nacional,2/5/2024,14765.8,CO$/KG
Cacao Nacional,2/12/2024,15369.8,CO$/KG
Cacao Nacional,2/19/2024,16606.7,CO$/KG
Cacao Nacional,2/26/2024,17217.3,CO$/KG
Cacao Nacional,3/4/2024,17846.3,CO$/KG
Cacao Nacional,3/11/2024,18881.7,CO$/KG
Cacao Nacional,3/18/2024,22421.2,CO$/KG
Cacao Nacional,3/25/2024,26609.7,CO$/KG
Cacao Nacional,4/1/2024,30037.7,CO$/KG
Cacao Nacional,4/8/2024,32657.7,CO$/KG
Cacao Nacional,4/15/2024,35032.8,CO$/KG
Cacao Nacional,4/22/2024,36444.7,CO$/KG
Cacao Nacional,5/6/2024,28363.83,CO$/KG
Cacao Nacional,5/13/2024,28908.3,CO$/KG
Cacao Nacional,5/27/2024,25158.3,CO$/KG
Cacao Nacional,6/3/2024,28234.7,CO$/KG
Cacao Nacional,6/10/2024,31491.7,CO$/KG
Cacao Nacional,6/17/2024,34191.7,CO$/KG
Cacao Nacional,6/24/2024,32950.7,CO$/KG
Cacao Nacional,7/1/2024,28029.5,CO$/KG
Cacao Nacional,7/8/2024,27896.5,CO$/KG
Cacao Nacional,7/15/2024,29218,CO$/KG
Cacao Nacional,7/22/2024,29380.8,CO$/KG
Cacao Nacional,7/29/2024,30001.3,CO$/KG
Cacao Nacional,8/5/2024,29737,CO$/KG
Cacao Nacional,8/12/2024,30532.5,CO$/KG
Cacao Nacional,8/19/2024,28863.7,CO$/KG
Cacao Nacional,8/26/2024,29505,CO$/KG
Cacao Nacional,9/2/2024,31460.8,CO$/KG
Cacao Nacional,9/9/2024,29681,CO$/KG
Cacao Nacional,9/16/2024,30525.8,CO$/KG
Cacao Nacional,9/23/2024,30882.2,CO$/KG
Cacao Nacional,9/30/2024,31437.7,CO$/KG
Cacao Nacional,10/7/2024,29845,CO$/KG
Cacao Nacional,10/14/2024,30178.3,CO$/KG
Cacao Nacional,10/21/2024,32445,CO$/KG
Cacao Nacional,10/28/2024,29553.7,CO$/KG
Cacao Nacional,11/4/2024,31241.3,CO$/KG
Cacao Nacional,11/11/2024,30069.2,CO$/KG
Cacao Nacional,11/18/2024,31529.2,CO$/KG
Cacao Nacional,11/25/2024,32570,CO$/KG
Cacao Nacional,12/2/2024,32780.7,CO$/KG
Cacao Nacional,12/9/2024,32459.7,CO$/KG
Cacao Nacional,12/16/2024,33968.3,CO$/KG
Cacao Nacional,12/30/2024,34900.8,CO$/KG
Cacao Nacional,1/6/2025,34633.5,CO$/KG
Cacao Nacional,1/13/2025,34229.2,CO$/KG
Cacao Nacional,1/20/2025,33817.8,CO$/KG
Cacao Nacional,1/27/2025,33831.3,CO$/KG
Cacao Nacional,2/3/2025,33611,CO$/KG
Cacao Nacional,2/10/2025,31623.5,CO$/KG
Cacao Nacional,2/17/2025,30533.7,CO$/KG
